"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YBL103C",80.2238913789087,0.253755749096041,0.233099777944661,0.237189719519644,0.37639742022255
"YBL104C",81.9521109027371,-0.656962495689351,0.225400388667736,0.0016758230909253,0.00653450442648569
"YBL105C",178.804077269224,-1.07109304639034,0.173898923256279,1.68933065905328e-10,3.06133416087406e-09
"YBL106C",73.1978914205168,-0.855198161558243,0.250404540319924,0.000193170963781929,0.00100146546614596
"YBL107C",72.8932013341091,0.224778301084333,0.257279693109089,0.334493519113607,0.482986282624201
"YBL108C-A",5.92241831641048,-0.0998210363571742,0.469705943676133,0.733556589083866,0.829879389775714
"YBL111C",1.57679728676412,-0.0455804411445166,0.593505116661814,0.548874901967352,0.687503515701977
"YBL112C",0.450339774139914,-0.00563504818010798,0.594905944892649,0.999386520390763,0.999816106669034
"YBL113C",13.1919371139665,-1.50285538235971,0.685815056613535,0.00266027594460617,0.00974236190524693
"YBR001C",188.35742465426,-0.383821244681682,0.237218409663574,0.075868702734785,0.157113305211806
"YBR002C",59.3911932918477,0.410327133454136,0.276237980233762,0.093077216487912,0.184238500896724
"YBR003W",114.220268476874,0.00508667028799462,0.211382749441326,0.980950607963204,0.993539253502758
"YBR004C",59.9898855533167,-0.230851544105018,0.256800344393273,0.316898742593799,0.463076054741233
"YBR005W",27.9373301410473,-0.0555298184514293,0.318619551983582,0.835467256188724,0.902528679361691
"YBR006W",225.515018296502,-0.5162714113299,0.210431880885668,0.00837021646923329,0.0258700003056344
"YBR007C",118.746292160011,-1.04289151191872,0.287892988900194,6.91600760372941e-05,0.000405439895117353
"YBR008C",106.069614688572,0.57731182886564,0.286554079945065,0.0221541180641615,0.0579819367421118
"YBR009C",639.076648324959,1.12028194182611,0.197446932057703,3.11937211744805e-09,4.57777286516082e-08
"YBR010W",792.236198693437,0.561030129074441,0.17078122510782,0.00059870492415443,0.00266777186682266
"YBR011C",671.264094986056,0.711817009767087,0.216226907580779,0.000422792125063185,0.00197236827044343
"YBR012W-A",0,NA,NA,NA,NA
"YBR013C",13.9505516010593,0.186906207068976,0.375684355461769,0.528242467774958,0.668914223205636
"YBR014C",63.9967456315165,0.630340261311221,0.27213244425334,0.0098520716236776,0.0297709331071292
